compute_processes,cpu_percent,full_sample_ns,gpu_clock_mhz,gpu_memory_bytes,gpu_memory_util_percent,gpu_power_w,gpu_temp_c,gpu_util_percent,major_faults,minor_faults,monotonic_ns,pids,process_swap_bytes,pss_bytes,read_bytes,rss_bytes,swap_in_bytes,swap_out_bytes,swap_used_bytes,system_anon_bytes,system_available_bytes,system_cached_bytes,system_cpu_percent,system_mlocked_bytes,system_sreclaimable_bytes,system_total_bytes,system_used_bytes,time_s,uss_bytes,vmhwm_bytes,vms_bytes,write_bytes
"[{""pid"": 2622421, ""bytes"": 22401777664}]",201.5,2150395209489875,2520,23013490688,23,574.996,79,100,1913,24121572,2150395413516578,"[2622421, 2627614]",0,51044753408,82288521216,51068559360,16965840896,32445517824,434962432,48877887488,143939198976,7819419648,11.8,28299264,2409426944,200083849216,56144650240,96.756375882,51018428416,55925157888,323725000704,904142848
"[{""pid"": 2622421, ""bytes"": 22401777664}]",109.8,2150395209489875,2520,23013490688,23,574.996,79,100,1917,24122798,2150395513600290,"[2622421, 2627614]",0,51044753408,82288521216,51069538304,16965840896,32445517824,434962432,48877920256,143941115904,7825096704,4.0,28299264,2409787392,200083849216,56142733312,96.856459594,51018428416,55925157888,323725000704,909447168
"[{""pid"": 2622421, ""bytes"": 22401777664}]",109.7,2150395209489875,2520,23013490688,23,574.996,79,100,1922,24123915,2150395613712775,"[2622421, 2627614]",0,51044753408,82288521216,51067834368,16965840896,32445517824,434962432,48877944832,143943626752,7829848064,4.0,28299264,2409897984,200083849216,56140222464,96.956572079,51018428416,55925157888,323725000704,914251776
"[{""pid"": 2622421, ""bytes"": 22401777664}]",159.0,2150395209489875,2520,23013490688,24,575.004,80,100,1950,24132717,2150395713835100,"[2622421, 2627614]",0,51044753408,82288521216,51074932736,16965840896,32445517824,434962432,48884056064,143971897344,7860289536,5.3,28299264,2410545152,200083849216,56111951872,97.056694404,51018428416,55925157888,323725000704,944476160
"[{""pid"": 2622421, ""bytes"": 22401777664}]",100.4,2150395209489875,2520,23013490688,24,575.004,80,100,1955,24133902,2150395813953106,"[2622421, 2627614, 2628704]",0,51044753408,82288529408,51101933568,16965840896,32445517824,434962432,48894164992,143880089600,7865409536,6.6,28299264,2410803200,200083849216,56203759616,97.15681241,51018428416,55925157888,324430094336,949760000
"[{""pid"": 2622421, ""bytes"": 22401777664}]",119.6,2150395209489875,2520,23013490688,24,575.004,80,100,1960,24135068,2150395914078615,"[2622421, 2627614]",0,51044753408,82288533504,51074838528,16965840896,32445517824,434962432,48884248576,143834996736,7871426560,5.3,28299264,2410885120,200083849216,56248852480,97.256937919,51018428416,55925157888,323725000704,954880000
"[{""pid"": 2622421, ""bytes"": 22401777664}]",120.4,2150395209489875,2520,23013490688,24,575.004,80,100,1964,24136276,2150396014157207,"[2622421, 2627614]",0,51044753408,82288541696,51075014656,16965840896,32445517824,434962432,48884281344,143839555584,7876104192,4.1,28299264,2410991616,200083849216,56244293632,97.357016511,51018428416,55925157888,323725000704,960102400
"[{""pid"": 2622421, ""bytes"": 22401777664}]",99.2,2150395209489875,2520,23013490688,24,575.004,80,100,1969,24137410,2150396114254785,"[2622421, 2627614]",0,51044753408,82288553984,51074514944,16965840896,32445517824,434962432,48884285440,143860940800,7881650176,4.0,28299264,2411163648,200083849216,56222908416,97.457114089,51018428416,55925157888,323725000704,964997120
"[{""pid"": 2622421, ""bytes"": 22401777664}]",110.8,2150396214366289,2520,23013490688,23,574.985,80,100,1982,24140883,2150396214366289,"[2622421, 2627614]",0,51052269568,82288566272,51074281472,16965840896,32445517824,434962432,48884346880,143883079680,7896457216,6.1,28299264,2411327488,200083849216,56200769536,97.557225593,51025944576,55925157888,323725000704,970203136
"[{""pid"": 2622421, ""bytes"": 22401777664}]",208.8,2150396214366289,2520,23013490688,23,574.985,80,100,1983,24140961,2150396415437321,"[2622421, 2627614]",0,51052269568,82288586752,51074543616,16965840896,32445517824,434962432,48884346880,143883595776,7896973312,0.0,28299264,2411327488,200083849216,56200253440,97.758296625,51025944576,55925157888,323725000704,980062208
"[{""pid"": 2622421, ""bytes"": 22401777664}]",109.6,2150396214366289,2520,23013490688,23,574.985,80,100,1988,24142201,2150396515551500,"[2622421, 2627614]",0,51052269568,82288599040,51074932736,16965840896,32445517824,434962432,48884387840,143887482880,7902294016,4.3,28299264,2411638784,200083849216,56196366336,97.858410804,51025944576,55925157888,323725000704,985423872
"[{""pid"": 2622421, ""bytes"": 22401777664}]",109.8,2150396214366289,2520,23013490688,23,574.985,80,100,1992,24143369,2150396615662142,"[2622421, 2627614]",0,51052269568,82288607232,51074703360,16965840896,32445517824,434962432,48884412416,143903502336,7907500032,4.1,28299264,2411810816,200083849216,56180346880,97.958521446,51025944576,55925157888,323725000704,990461952
"[{""pid"": 2622421, ""bytes"": 22401777664}]",100.4,2150396214366289,2520,23013490688,23,574.965,80,100,1997,24144533,2150396715760081,"[2622421, 2627614]",0,51052269568,82288615424,51074318336,16965840896,32445517824,434962432,48884441088,143908429824,7913082880,4.1,28299264,2411950080,200083849216,56175419392,98.058619385,51025944576,55925157888,323725000704,995483648
"[{""pid"": 2622421, ""bytes"": 22401777664}]",119.7,2150396214366289,2520,23013490688,23,574.965,80,100,2001,24145724,2150396815867567,"[2622421, 2627614]",0,51052269568,82288627712,51075489792,16965840896,32445517824,434962432,48884469760,143912255488,7918268416,4.0,28299264,2412101632,200083849216,56171593728,98.158726871,51025944576,55925157888,323725000704,1000615936
"[{""pid"": 2622421, ""bytes"": 22401777664}]",118.9,2150396214366289,2520,23013490688,23,574.965,80,100,2006,24146934,2150396916005109,"[2622421, 2627614, 2628711]",0,51052269568,82288635904,51283222528,16965840896,32445517824,434962432,49075277824,143901515776,7923372032,5.0,28299264,2412232704,200083849216,56182333440,98.258864413,51025944576,55925157888,324430270464,1005834240
"[{""pid"": 2622421, ""bytes"": 22401777664}]",110.6,2150396214366289,2520,23013490688,23,574.965,80,100,2011,24148085,2150397016059415,"[2622421, 2627614]",0,51052269568,82288652288,51074072576,16965840896,32445517824,434962432,48884428800,143845949440,7928610816,6.9,28299264,2412343296,200083849216,56237899776,98.358918719,51025944576,55925157888,323725000704,1011048448
"[{""pid"": 2622421, ""bytes"": 22401777664}]",110.1,2150396214366289,2520,23013490688,23,574.965,80,100,2015,24149294,2150397116167653,"[2622421, 2627614]",0,51052269568,82288660480,51075166208,16965840896,32445517824,434962432,48884563968,143859834880,7934099456,4.0,28299264,2412482560,200083849216,56224014336,98.459026957,51025944576,55925157888,323725000704,1016254464
"[{""pid"": 2622421, ""bytes"": 22401777664}]",119.8,2150397216285739,2520,23013490688,24,574.967,80,100,2029,24152770,2150397216285739,"[2622421, 2627614]",0,51051532288,82288676864,51074641920,16965840896,32445517824,434962432,48884617216,143866662912,7949684736,6.0,28299264,2412703744,200083849216,56217186304,98.559145043,51025207296,55925157888,323725000704,1021194240
"[{""pid"": 2622421, ""bytes"": 22401777664}]",194.1,2150397216285739,2520,23013490688,24,574.967,80,100,2029,24152887,2150397417139193,"[2622421, 2627614]",0,51051532288,82288697344,51075751936,16965840896,32445517824,434962432,48884617216,143865630720,7949684736,11.8,28299264,2412703744,200083849216,56218218496,98.759998497,51025207296,55925157888,323725000704,1031479296
"[{""pid"": 2622421, ""bytes"": 22401777664}]",119.9,2150397216285739,2520,23013490688,24,574.967,80,100,2034,24154019,2150397517244645,"[2622421, 2627614]",0,51051532288,82288709632,51074953216,16965840896,32445517824,434962432,48884649984,143870853120,7954694144,3.8,28299264,2413027328,200083849216,56212996096,98.860103949,51025207296,55925157888,323725000704,1036402688
"[{""pid"": 2622421, ""bytes"": 22401777664}]",100.1,2150397216285739,2520,23013490688,24,574.967,80,100,2039,24155190,2150397617350849,"[2622421, 2627614]",0,51051532288,82288726016,51073929216,16965840896,32445517824,434962432,48884678656,143875825664,7959781376,4.0,28299264,2413146112,200083849216,56208023552,98.960210153,51025207296,55925157888,323725000704,1041453056
"[{""pid"": 2622421, ""bytes"": 22401777664}]",119.8,2150397216285739,2520,23013490688,24,574.98,80,100,2043,24156388,2150397717459417,"[2622421, 2627614]",0,51051532288,82288742400,51074621440,16965840896,32445517824,434962432,48884707328,143881637888,7965761536,4.4,28299264,2413285376,200083849216,56202211328,99.060318721,51025207296,55925157888,323725000704,1046605824
"[{""pid"": 2622421, ""bytes"": 22401777664}]",99.9,2150397216285739,2520,23013490688,24,574.98,80,100,2048,24157522,2150397817556183,"[2622421, 2627614]",0,51051532288,82288758784,51074359296,16965840896,32445517824,434962432,48884731904,143886135296,7970455552,3.8,28299264,2413445120,200083849216,56197713920,99.160415487,51025207296,55925157888,323725000704,1051496448
"[{""pid"": 2622421, ""bytes"": 22401777664}]",119.6,2150397216285739,2520,23013490688,24,574.98,80,100,2053,24158786,2150397917673427,"[2622421, 2627614]",0,51051532288,82288771072,51075043328,16965840896,32445517824,434962432,48884760576,143891783680,7976026112,4.0,28299264,2413588480,200083849216,56192065536,99.260532731,51025207296,55925157888,323725000704,1056919552
"[{""pid"": 2622421, ""bytes"": 22401777664}]",120.0,2150397216285739,2520,23013490688,24,574.98,80,100,2057,24159918,2150398017770133,"[2622421, 2627614]",0,51051532288,82288775168,51074654208,16965840896,32445517824,434962432,48886857728,143904071680,7980773376,4.0,28299264,2413699072,200083849216,56179777536,99.360629437,51025207296,55925157888,323725000704,1061797888
"[{""pid"": 2622421, ""bytes"": 22401777664}]",148.9,2150397216285739,2520,23013490688,24,574.98,80,100,2086,24168638,2150398117872800,"[2622421, 2627614, 2628726]",0,51051532288,82288828416,51137167360,16965840896,32445517824,434962432,48929923072,143912349696,8011399168,8.0,28299264,2414473216,200083849216,56171499520,99.460732104,51025207296,55925157888,324430094336,1092079616
"[{""pid"": 2622421, ""bytes"": 22401777664}]",120.4,2150398217989394,2520,23013490688,23,574.986,80,100,2099,24172196,2150398217989394,"[2622421, 2627614]",0,51058819072,82288836608,51081687040,16965840896,32445517824,434962432,48891252736,144042586112,8027484160,6.5,28299264,2414747648,200083849216,56041263104,99.560848698,51032494080,55925157888,323725000704,1097551872
"[{""pid"": 2622421, ""bytes"": 22401777664}]",203.8,2150398217989394,2520,23013490688,23,574.986,80,100,2099,24172196,2150398419417368,"[2622421, 2627614]",0,51058819072,82288869376,51081945088,16965840896,32445517824,434962432,48891252736,144042586112,8027484160,0.0,28299264,2414747648,200083849216,56041263104,99.762276672,51032494080,55925157888,323725000704,1107271680
"[{""pid"": 2622421, ""bytes"": 22401777664}]",99.7,2150398217989394,2520,23013490688,23,574.986,80,100,2104,24173390,2150398519530595,"[2622421, 2627614]",0,51058819072,82288885760,51081793536,16965840896,32445517824,434962432,48891285504,144047144960,8032649216,4.0,28299264,2415009792,200083849216,56036704256,99.862389899,51032494080,55925157888,323725000704,1112444928
"[{""pid"": 2622421, ""bytes"": 22401777664}]",119.8,2150398217989394,2520,23013490688,23,574.986,80,100,2109,24174531,2150398619628974,"[2622421, 2627614]",0,51058819072,82288902144,51080462336,16965840896,32445517824,434962432,48908705792,144027500544,8037081088,6.6,28299264,2415099904,200083849216,56056348672,99.962488278,51032494080,55925157888,323725000704,1117368320
"[{""pid"": 2622421, ""bytes"": 22401777664}]",110.0,2150398217989394,2520,23013490688,24,575.002,80,100,2113,24175751,2150398719734246,"[2622421, 2627614]",0,51058819072,82288910336,51081551872,16965840896,32445517824,434962432,48891342848,144031920128,8043302912,4.1,28299264,2415312896,200083849216,56051929088,100.06259355,51032494080,55925157888,323725000704,1122619392
"[{""pid"": 2622421, ""bytes"": 22401777664}]",110.1,2150398217989394,2520,23013490688,24,575.002,80,100,2118,24176981,2150398819833056,"[2622421, 2627614]",0,51058819072,82288918528,51081764864,16965840896,32445517824,434962432,48891371520,144031592448,8048721920,4.1,28299264,2415435776,200083849216,56052256768,100.16269236,51032494080,55925157888,323725000704,1127911424
"[{""pid"": 2622421, ""bytes"": 22401777664}]",110.0,2150398217989394,2520,23013490688,24,575.002,80,100,2123,24178088,2150398919937717,"[2622421, 2627614]",0,51058819072,82288934912,51081355264,16965840896,32445517824,434962432,48891396096,144031637504,8053645312,4.1,28299264,2415562752,200083849216,56052211712,100.262797021,51032494080,55925157888,323725000704,1132687360
"[{""pid"": 2622421, ""bytes"": 22401777664}]",109.8,2150398217989394,2520,23013490688,24,575.002,80,100,2127,24179324,2150399020038210,"[2622421, 2627614]",0,51058819072,82288947200,51081187328,16965840896,32445517824,434962432,48891424768,144035110912,8058740736,4.0,28299264,2415677440,200083849216,56048738304,100.362897514,51032494080,55925157888,323725000704,1137991680
"[{""pid"": 2622421, ""bytes"": 22401777664}]",119.5,2150398217989394,2520,23013490688,24,575.002,80,100,2132,24180445,2150399120142379,"[2622421, 2627614]",0,51058819072,82288963584,51080871936,16965840896,32445517824,434962432,48891457536,144048758784,8064217088,3.7,28299264,2415841280,200083849216,56035090432,100.463001683,51032494080,55925157888,323725000704,1142829056
"[{""pid"": 2622421, ""bytes"": 22401777664}]",109.4,2150399220260947,2512,23013490688,24,574.998,80,100,2146,24184118,2150399220260947,"[2622421, 2627614, 2628734]",0,51058049024,82288979968,51306487808,16965840896,32445517824,434962432,48891854848,144207273984,8080478208,7.8,28299264,2416025600,200083849216,55876575232,100.563120251,51031724032,55925157888,324430270464,1148166144
"[{""pid"": 2622421, ""bytes"": 22401777664}]",201.2,2150399220260947,2512,23013490688,24,574.998,80,100,2146,24184152,2150399434600253,"[2622421, 2627614]",0,51058049024,82289008640,51082436608,16965840896,32445517824,434962432,48891539456,144207302656,8080478208,6.2,28299264,2416025600,200083849216,55876546560,100.777459557,51031724032,55925157888,323725000704,1158844416
"[{""pid"": 2622421, ""bytes"": 22401777664}]",109.8,2150399220260947,2512,23013490688,24,574.998,80,100,2151,24185370,2150399534712889,"[2622421, 2627614]",0,51058049024,82289012736,51082436608,16965840896,32445517824,434962432,48891572224,144213041152,8085839872,4.7,28299264,2416390144,200083849216,55870808064,100.877572193,51031724032,55925157888,323725000704,1164120064
"[{""pid"": 2622421, ""bytes"": 22401777664}]",110.3,2150399220260947,2520,23013490688,23,575.001,80,100,2156,24186531,2150399634804866,"[2622421, 2627614]",0,51058049024,82289033216,51080724480,16965840896,32445517824,434962432,48891604992,144217698304,8090664960,4.1,28299264,2416508928,200083849216,55866150912,100.97766417,51031724032,55925157888,323725000704,1169125376
"[{""pid"": 2622421, ""bytes"": 22401777664}]",119.5,2150399220260947,2520,23013490688,23,575.001,80,100,2160,24187598,2150399734917672,"[2622421, 2627614]",0,51058049024,82289041408,51081035776,16965840896,32445517824,434962432,48891633664,144223342592,8096215040,4.3,28299264,2416668672,200083849216,55860506624,101.077776976,51031724032,55925157888,323725000704,1173737472
"[{""pid"": 2622421, ""bytes"": 22401777664}]",110.0,2150399220260947,2520,23013490688,23,575.001,80,100,2164,24188770,2150399835016862,"[2622421, 2627614]",0,51058049024,82289053696,51081879552,16965840896,32445517824,434962432,48891662336,144228622336,8101257216,3.8,28299264,2416799744,200083849216,55855226880,101.177876166,51031724032,55925157888,323725000704,1178783744
"[{""pid"": 2622421, ""bytes"": 22401777664}]",109.6,2150399220260947,2520,23013490688,23,575.001,80,100,2170,24190135,2150399935130731,"[2622421, 2627614]",0,51058049024,82289070080,51081781248,16965840896,32445517824,434962432,48891686912,144232030208,8107409408,4.0,28299264,2416930816,200083849216,55851819008,101.277990035,51031724032,55925157888,323725000704,1184624640
"[{""pid"": 2622421, ""bytes"": 22401777664}]",110.0,2150399220260947,2520,23013490688,23,575.001,80,100,2174,24191204,2150400035235491,"[2622421, 2627614]",0,51058049024,82289082368,51081154560,16965840896,32445517824,434962432,48891715584,144235585536,8111874048,4.0,28299264,2417065984,200083849216,55848263680,101.378094795,51031724032,55925157888,323725000704,1189257216
"[{""pid"": 2622421, ""bytes"": 22401777664}]",119.6,2150399220260947,2512,23013490688,23,575.002,80,100,2179,24192495,2150400135344631,"[2622421, 2627614]",0,51058049024,82289094656,51081854976,16965840896,32445517824,434962432,48891744256,144238333952,8117846016,4.1,28299264,2417217536,200083849216,55845515264,101.478203935,51031724032,55925157888,323725000704,1194786816
"[{""pid"": 2622421, ""bytes"": 22401777664}]",110.5,2150400235447178,2512,23013490688,23,575.002,80,100,2193,24196193,2150400235447178,"[2622421, 2627614]",0,51053688832,82289111040,51081297920,16965840896,32445517824,434962432,48928018432,144250261504,8132161536,6.1,28299264,2417405952,200083849216,55833587712,101.578306482,51031547904,55925157888,323725000704,1199693824
"[{""pid"": 2622421, ""bytes"": 22401777664}]",199.39999999999998,2150400235447178,2512,23013490688,23,575.002,80,100,2193,24196193,2150400440296379,"[2622421, 2627614, 2628744]",0,51053688832,82289147904,51170684928,16965840896,32445517824,434962432,48963235840,144250781696,8132648960,10.5,28299264,2417438720,200083849216,55833067520,101.783155683,51031547904,55925157888,324430639104,1209905152
"[{""pid"": 2622421, ""bytes"": 22401777664}]",168.6,2150400235447178,2512,23013490688,23,575.002,80,100,2222,24205000,2150400540441776,"[2622421, 2627614, 2628749]",0,51053688832,82289197056,51306139648,16965840896,32445517824,434962432,49114480640,144164904960,8164265984,8.4,28299264,2418065408,200083849216,55918944256,101.88330108,51031547904,55925157888,324430815232,1240559616
"[{""pid"": 2622421, ""bytes"": 22401777664}]",100.7,2150400235447178,2520,23013490688,24,574.98,80,100,2226,24206098,2150400640548571,"[2622421, 2627614]",0,51053688832,82289205248,51088314368,16965840896,32445517824,434962432,48898338816,144364490752,8169304064,4.7,28299264,2418507776,200083849216,55719358464,101.983407875,51031547904,55925157888,323725545472,1245429760
"[{""pid"": 2622421, ""bytes"": 22401777664}]",120.4,2150400235447178,2520,23013490688,24,574.98,80,100,2231,24207354,2150400740659634,"[2622421, 2627614]",0,51053688832,82289217536,51088605184,16965840896,32445517824,434962432,48898367488,144370593792,8175079424,4.1,28299264,2418655232,200083849216,55713255424,102.083518938,51031547904,55925157888,323725545472,1250828288
"[{""pid"": 2622421, ""bytes"": 22401777664}]",109.5,2150400235447178,2520,23013490688,24,574.98,80,100,2235,24208467,2150400840766519,"[2622421, 2627614]",0,51053688832,82289229824,51089416192,16965840896,32445517824,434962432,48898396160,144375488512,8179884032,4.0,28299264,2418806784,200083849216,55708360704,102.183625823,51031547904,55925157888,323725545472,1255628800
"[{""pid"": 2622421, ""bytes"": 22401777664}]",110.3,2150400235447178,2520,23013490688,24,574.98,80,100,2240,24209641,2150400940876520,"[2622421, 2627614]",0,51053688832,82289242112,51089326080,16965840896,32445517824,434962432,48898424832,144380702720,8184913920,3.8,28299264,2418917376,200083849216,55703146496,102.283735824,51031547904,55925157888,323725545472,1260687360
"[{""pid"": 2622421, ""bytes"": 22401777664}]",109.8,2150400235447178,2520,23013490688,24,574.98,80,100,2245,24210853,2150401040954601,"[2622421, 2627614]",0,51053688832,82289258496,51088506880,16965840896,32445517824,434962432,48898478080,144386330624,8189911040,4.0,28299264,2419048448,200083849216,55697518592,102.383813905,51031547904,55925157888,323725545472,1265901568
"[{""pid"": 2622421, ""bytes"": 22401777664}]",120.0,2150400235447178,2520,23013490688,23,574.97,80,100,2249,24211938,2150401141058650,"[2622421, 2627614]",0,51053688832,82289262592,51088879616,16965840896,32445517824,434962432,48898510848,144397942784,8195411968,3.8,28299264,2419195904,200083849216,55685906432,102.483917954,51031547904,55925157888,323725545472,1270579200
"[{""pid"": 2622421, ""bytes"": 22401777664}]",110.0,2150401241169293,2520,23013490688,23,574.97,80,100,2263,24215528,2150401241169293,"[2622421, 2627614]",0,51065053184,82289278976,51088654336,16965840896,32445517824,434962432,48898576384,144397889536,8210784256,6.2,28299264,2419355648,200083849216,55685959680,102.584028597,51038728192,55925157888,323725545472,1275535360
"[{""pid"": 2622421, ""bytes"": 22401777664}]",201.9,2150401241169293,2520,23013490688,23,574.97,80,100,2264,24215657,2150401444208298,"[2622421, 2627614]",0,51065053184,82289307648,51088654336,16965840896,32445517824,434962432,48898576384,144397889536,8211296256,6.7,28299264,2419355648,200083849216,55685959680,102.787067602,51038728192,55925157888,323725545472,1286299648
"[{""pid"": 2622421, ""bytes"": 22401777664}]",109.6,2150401241169293,2520,23013490688,23,574.97,80,100,2268,24216873,2150401544310645,"[2622421, 2627614]",0,51065053184,82289307648,51089809408,16965840896,32445517824,434962432,48898609152,144398323712,8216637440,3.7,28299264,2419736576,200083849216,55685525504,102.887169949,51038728192,55925157888,323725545472,1291554816
"[{""pid"": 2622421, ""bytes"": 22401777664}]",119.6,2150401241169293,2520,23013490688,24,574.999,80,100,2273,24218060,2150401644426697,"[2622421, 2627614]",0,51065053184,82289315840,51088453632,16965840896,32445517824,434962432,48901906432,144286097408,8221978624,6.2,28299264,2419867648,200083849216,55797751808,102.987286001,51038728192,55925157888,323725545472,1296809984
"[{""pid"": 2622421, ""bytes"": 22401777664}]",100.4,2150401241169293,2520,23013490688,24,574.999,80,100,2278,24219227,2150401744524244,"[2622421, 2627614]",0,51065053184,82289319936,51088134144,16965840896,32445517824,434962432,48898666496,144290217984,8227364864,5.6,28299264,2420006912,200083849216,55793631232,103.087383548,51038728192,55925157888,323724496896,1301782528
"[{""pid"": 2622421, ""bytes"": 22401777664}]",109.6,2150401241169293,2520,23013490688,24,574.999,80,100,2282,24220452,2150401844597356,"[2622421, 2627614]",0,51065053184,82289332224,51089207296,16965840896,32445517824,434962432,48898699264,144293924864,8232984576,4.0,28299264,2420125696,200083849216,55789924352,103.18745666,51038728192,55925157888,323725545472,1307222016
"[{""pid"": 2622421, ""bytes"": 22401777664}]",120.2,2150401241169293,2520,23013490688,24,574.999,80,100,2287,24221596,2150401944692218,"[2622421, 2627614]",0,51065053184,82289340416,51088842752,16965840896,32445517824,434962432,48898727936,144295452672,8238047232,3.8,28299264,2420273152,200083849216,55788396544,103.287551522,51038728192,55925157888,323725545472,1312165888
"[{""pid"": 2622421, ""bytes"": 22401777664}]",120.1,2150401241169293,2520,23013490688,24,574.999,80,100,2291,24222709,2150402044800295,"[2622421, 2627614]",0,51065053184,82289348608,51088220160,16965840896,32445517824,434962432,48898756608,144300273664,8242765824,3.8,28299264,2420408320,200083849216,55783575552,103.387659599,51038728192,55925157888,323725545472,1316823040
"[{""pid"": 2622421, ""bytes"": 22401777664}]",109.7,2150401241169293,2512,23013490688,23,575.0,80,100,2295,24223756,2150402144911448,"[2622421, 2627614]",0,51065053184,82289356800,51088646144,16965840896,32445517824,434962432,48898785280,144327573504,8247734272,4.0,28299264,2420531200,200083849216,55756275712,103.487770752,51038728192,55925157888,323725545472,1321504768
"[{""pid"": 2622421, ""bytes"": 22401777664}]",100.2,2150402245025286,2512,23013490688,23,575.0,80,100,2310,24227445,2150402245025286,"[2622421, 2627614]",0,51065319424,82289369088,51088515072,16965840896,32445517824,434962432,48898842624,144341921792,8263172096,6.1,28299264,2420670464,200083849216,55741927424,103.58788459,51038994432,55925157888,323725545472,1327427584
"[{""pid"": 2622421, ""bytes"": 22401777664}]",206.60000000000002,2150402245025286,2512,23013490688,23,575.0,80,100,2310,24227563,2150402448034065,"[2622421, 2627614]",0,51065319424,82289389568,51089149952,16965840896,32445517824,434962432,48898842624,144342437888,8263688192,11.8,28299264,2420670464,200083849216,55741411328,103.790893369,51038994432,55925157888,323725545472,1337602048
"[{""pid"": 2622421, ""bytes"": 22401777664}]",99.6,2150402245025286,2512,23013490688,23,575.0,80,100,2315,24228732,2150402548145078,"[2622421, 2627614]",0,51065319424,82289401856,51088654336,16965840896,32445517824,434962432,48915398656,144330915840,8269373440,4.3,28299264,2421063680,200083849216,55752933376,103.891004382,51038994432,55925157888,323725545472,1342668800
"[{""pid"": 2622421, ""bytes"": 22401777664}]",120.0,2150402245025286,2512,23013490688,23,574.985,80,100,2320,24229921,2150402648247545,"[2622421, 2627614]",0,51065319424,82289414144,51087949824,16965840896,32445517824,434962432,48898908160,144335810560,8274112512,3.8,28299264,2421194752,200083849216,55748038656,103.991106849,51038994432,55925157888,323725545472,1347805184
"[{""pid"": 2622421, ""bytes"": 22401777664}]",118.5,2150402245025286,2512,23013490688,23,574.985,80,100,2324,24231060,2150402748398062,"[2622421, 2627614, 2628768]",0,51065319424,82289426432,51205464064,16965840896,32445517824,434962432,48998834176,144335597568,8279662592,5.2,28299264,2421329920,200083849216,55748251648,104.091257366,51038994432,55925157888,324430639104,1352728576
"[{""pid"": 2622421, ""bytes"": 22401777664}]",100.6,2150402245025286,2512,23013490688,23,574.985,80,100,2329,24232286,2150402848512340,"[2622421, 2627614, 2628773]",0,51065319424,82289446912,51348062208,16965840896,32445517824,434962432,49137430528,144220979200,8285417472,6.9,28299264,2421460992,200083849216,55862870016,104.191371644,51038994432,55925157888,324540960768,1358176256
"[{""pid"": 2622421, ""bytes"": 22401777664}]",160.5,2150402245025286,2512,23013490688,23,574.985,80,100,2357,24241035,2150402948633753,"[2622421, 2627614]",0,51065319424,82289524736,51095318528,16965840896,32445517824,434962432,48904957952,144399069184,8316018688,5.3,28299264,2422235136,200083849216,55684780032,104.291493057,51038994432,55925157888,323725545472,1388527616
"[{""pid"": 2622421, ""bytes"": 22401777664}]",120.0,2150402245025286,2512,23013490688,23,574.985,80,100,2362,24242167,2150403048743944,"[2622421, 2627614]",0,51065319424,82289541120,51094278144,16965840896,32445517824,434962432,48904986624,144408756224,8320995328,4.1,28299264,2422362112,200083849216,55675092992,104.391603248,51038994432,55925157888,323725545472,1393422336
"[{""pid"": 2622421, ""bytes"": 22401777664}]",100.0,2150402245025286,2520,23013490688,23,574.969,80,100,2367,24243393,2150403148844197,"[2622421, 2627614]",0,51065319424,82289561600,51094278144,16965840896,32445517824,434962432,48905015296,144422617088,8326414336,4.1,28299264,2422530048,200083849216,55661232128,104.491703501,51038994432,55925157888,323725545472,1398697984
"[{""pid"": 2622421, ""bytes"": 22401777664}]",109.8,2150403248956091,2520,23013490688,23,574.969,80,100,2381,24246946,2150403248956091,"[2622421, 2627614]",0,51072475136,82289569792,51095326720,16965840896,32445517824,434962432,48905740288,144428134400,8341815296,6.2,28299264,2422738944,200083849216,55655714816,104.591815395,51046150144,55925157888,323725545472,1403846656
"[{""pid"": 2622421, ""bytes"": 22401777664}]",206.4,2150403248956091,2520,23013490688,23,574.969,80,100,2381,24246946,2150403452543218,"[2622421, 2627614]",0,51072475136,82289594368,51095134208,16965840896,32445517824,434962432,48905740288,144428134400,8341815296,6.7,28299264,2422738944,200083849216,55655714816,104.795402522,51046150144,55925157888,323725545472,1413758976
"[{""pid"": 2622421, ""bytes"": 22401777664}]",99.9,2150403248956091,2520,23013490688,23,574.969,80,100,2386,24248210,2150403552646346,"[2622421, 2627614]",0,51072475136,82289610752,51094200320,16965840896,32445517824,434962432,48905773056,144432320512,8347226112,4.0,28299264,2423033856,200083849216,55651528704,104.89550565,51046150144,55925157888,323725545472,1419210752
"[{""pid"": 2622421, ""bytes"": 22401777664}]",119.7,2150403248956091,2520,23013490688,23,574.991,80,100,2390,24249331,2150403652757960,"[2622421, 2627614]",0,51072475136,82289614848,51094315008,16965840896,32445517824,434962432,48905830400,144437235712,8352522240,3.7,28299264,2423181312,200083849216,55646613504,104.995617264,51046150144,55925157888,323725545472,1424039936
"[{""pid"": 2622421, ""bytes"": 22401777664}]",120.3,2150403248956091,2520,23013490688,23,574.991,80,100,2395,24250508,2150403752870221,"[2622421, 2627614]",0,51072475136,82289618944,51094102016,16965840896,32445517824,434962432,48905830400,144442552320,8357699584,4.1,28299264,2423300096,200083849216,55641296896,105.095729525,51046150144,55925157888,323725545472,1429127168
